OTU,Phylum,Class,Order,Family,Genus,Species,total,number,OTU_id
AB486649.1.1358,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured Gemmatimonas sp.,9398,B167,B167_Gemmatimonas
cf1f5ff850aab861631febabc4afd4d1,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured bacterium,uncultured bacterium,9297,B168,B168_uncultured.bacterium
92ace81f9e4918a7312a37aaefcf57da,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodomicrobiaceae,Rhodomicrobium,uncultured alpha proteobacterium,9269,B169,B169_Rhodomicrobium
EF516799.1.1402,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,unidentified,9196,B170,B170_Bryobacter
FQ659752.1.1370,Acidobacteria,Subgroup 17,uncultured prokaryote,uncultured prokaryote,uncultured prokaryote,uncultured prokaryote,9196,B171,B171_uncultured.prokaryote
KC117528.1.1440,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,unidentified,9148,B172,B172_Sphingobium
KC763876.1.1305,Planctomycetes,Phycisphaerae,MSBL9,SG8-4,uncultured planctomycete,uncultured planctomycete,9092,B173,B173_uncultured.planctomycete
FJ535524.1.1470,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,unidentified,unidentified,9090,B174,B174_f_Bacteroidetes.vadinHA17
FJ004646.1.1358,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Nitrosomonadaceae,Ellin6067,unidentified,9069,B175,B175_Ellin6067
AM162430.1.1502,Acidobacteria,Holophagae,Holophagales,Holophagaceae,uncultured bacterium,uncultured bacterium,9017,B176,B176_uncultured.bacterium
FJ375499.1.1530,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,unidentified,unidentified,9001,B177,B177_f_Burkholderiaceae
KY302231.1.1314,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Cryobacterium,unidentified,8949,B178,B178_Cryobacterium
KM253219.1.1408,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter oryzae,8947,B179,B179_Mucilaginibacter
d7cc10e47e71f746b2349783acab45db,Acidobacteria,Subgroup 6,unidentified,unidentified,unidentified,unidentified,8845,B180,B180_o_NA
AB672158.1.1427,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured Planctomycetales bacterium,uncultured Planctomycetales bacterium,8720,B181,B181_uncultured.Planctomycetales.bacterium
KP717958.1.1215,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,unidentified,unidentified,8717,B182,B182_f_Micrococcaceae
HM276373.1.1351,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,unidentified,8633,B183,B183_Mucilaginibacter
53fc2a69f5e84eb72038c41e81a87ba9,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unidentified,unidentified,8621,B184,B184_f_Anaerolineaceae
EU528210.1.1380,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,unidentified,8620,B185,B185_ADurb.Bin063.1
KF956434.1.1454,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Derxia,uncultured Derxia sp.,8602,B186,B186_Derxia
FJ484658.1.1305,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 8,uncultured Firmicutes bacterium,8599,B187,B187_Clostridium.sensu.stricto.8
JN697971.1.1499,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaerosinus,unidentified,8587,B188,B188_Anaerosinus
AB240323.1.1496,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Sideroxydans,unidentified,8554,B189,B189_Sideroxydans
KC820874.1.1210,Acidobacteria,Subgroup 6,unidentified,unidentified,unidentified,unidentified,8483,B190,B190_o_NA
KP757644.1.1399,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,unidentified,8482,B191,B191_Pseudoxanthomonas
EF516238.1.1421,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,unidentified,8442,B192,B192_Candidatus.Koribacter
HM481342.1.1454,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Sideroxydans,unidentified,8436,B193,B193_Sideroxydans
AB672236.1.1436,Actinobacteria,Coriobacteriia,OPB41,unidentified,unidentified,unidentified,8253,B194,B194_o_OPB41
JN417532.1.1488,Chloroflexi,Anaerolineae,SJA-15,uncultured soil bacterium,uncultured soil bacterium,uncultured soil bacterium,8226,B195,B195_uncultured.soil.bacterium
FJ190063.1.1408,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter,unidentified,8169,B196,B196_Anaeromyxobacter
DQ840461.1.1308,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,unidentified,8156,B197,B197_Novosphingobium
BDCR01000002.362.1891,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,Paludibacter jiangxiensis,8140,B198,B198_Paludibacter
HM263422.1.1345,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,unidentified,unidentified,7988,B199,B199_f_Nocardioidaceae
KM089833.1.1477,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,unidentified,7956,B200,B200_Flavobacterium
EU978819.1.1276,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,unidentified,7952,B201,B201_Massilia
FTMY01000025.3799.5331,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,unidentified,unidentified,7950,B202,B202_f_Burkholderiaceae
JF710262.1.1491,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,unidentified,7944,B203,B203_Chitinophaga
b530c0087a7365dc574dbde3e0a46093,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,unidentified,7919,B204,B204_Syntrophobacter
KC424712.1.1516,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes vadinHA17,uncultured prokaryote,uncultured prokaryote,7870,B205,B205_uncultured.prokaryote
AY118151.1.1480,Bacteroidetes,Ignavibacteria,SJA-28,uncultured bacterium,uncultured bacterium,uncultured bacterium,7752,B206,B206_uncultured.bacterium
JX223411.1.1325,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,unidentified,7659,B207,B207_Geobacter
HM276301.1.1336,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured bacterium,7628,B208,B208_Singulisphaera
KT873246.1.1201,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,unidentified,7624,B209,B209_Escherichia.Shigella
EU705953.1.1237,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ralstonia,unidentified,7605,B210,B210_Ralstonia
0b8df7c0e945d673b398f604ad23a812,Chloroflexi,Anaerolineae,SBR1031,unidentified,unidentified,unidentified,7602,B211,B211_o_SBR1031
HQ179051.1.1217,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,unidentified,7550,B212,B212_Acidovorax
DQ205193.1.1473,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp. enrichment culture clone AP-FeEnrich15,7536,B213,B213_Desulfovibrio
KX508583.1.1494,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified,7492,B214,B214_Acinetobacter
JF134673.1.1333,Actinobacteria,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella,Nakamurella sp.,7419,B215,B215_Nakamurella
AB806459.1.1413,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,uncultured,unidentified,7409,B216,B216_uncultured
HG799082.1.1369,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,7399,B217,B217_Burkholderia.Caballeronia.Paraburkholderia
6fc4f33e8a9020fe2e6d186648237241,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,RBG-16-58-14,uncultured bacterium,7381,B218,B218_RBG.16.58.14
DQ017938.1.1442,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,unidentified,7339,B219,B219_Pseudolabrys
AJ551104.1.1492,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,7334,B220,B220_Burkholderia.Caballeronia.Paraburkholderia
JF202198.1.1308,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,unidentified,unidentified,7307,B221,B221_f_Xanthobacteraceae
GQ260079.1.1482,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus,unidentified,7273,B222,B222_Kineococcus
JX221950.1.1393,Nitrospirae,Thermodesulfovibrionia,uncultured,uncultured Sphingobacteriales bacterium,uncultured Sphingobacteriales bacterium,uncultured Sphingobacteriales bacterium,7260,B223,B223_uncultured.Sphingobacteriales.bacterium
KC358446.1.1261,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ramlibacter,unidentified,7232,B224,B224_Ramlibacter
AB240347.1.1464,Chloroflexi,Anaerolineae,SBR1031,uncultured bacterium,uncultured bacterium,uncultured bacterium,7210,B225,B225_uncultured.bacterium
JN695897.1.1237,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,7188,B226,B226_Burkholderia.Caballeronia.Paraburkholderia
KR023990.1.1399,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,unidentified,7170,B227,B227_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium
EF018497.1.1361,Chloroflexi,AD3,uncultured Thermoflavimicrobium sp.,uncultured Thermoflavimicrobium sp.,uncultured Thermoflavimicrobium sp.,uncultured Thermoflavimicrobium sp.,7117,B228,B228_uncultured.Thermoflavimicrobium.sp.
AB447648.1.1443,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,uncultured bacterium,7102,B229,B229_Dysgonomonas
EF125426.1.1479,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,unidentified,unidentified,7091,B230,B230_f_Kineosporiaceae
HM243927.1.1515,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,unidentified,7020,B231,B231_Geobacter
DQ664249.1.1425,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,unidentified,unidentified,7004,B232,B232_f_Sphingomonadaceae
DQ660831.1.1358,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,unidentified,6999,B233,B233_Geothrix
LN566086.1.1354,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,unidentified,unidentified,6992,B234,B234_f_Cellulomonadaceae
LC191303.1.1461,Actinobacteria,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas,unidentified,6974,B235,B235_Cellulomonas
8c08fe703e5f1c6fdcced9efb61f81a8,Chloroflexi,Anaerolineae,SBR1031,unidentified,unidentified,unidentified,6958,B236,B236_o_SBR1031
KF494798.1.1496,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,unidentified,unidentified,6946,B237,B237_f_Micrococcaceae
EF019967.1.1344,Actinobacteria,Acidimicrobiia,Microtrichales,uncultured,uncultured Iamiaceae bacterium,uncultured Iamiaceae bacterium,6926,B238,B238_uncultured.Iamiaceae.bacterium
JN697978.1.1394,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Sporomusa,uncultured bacterium,6897,B239,B239_Sporomusa
AF499911.1.1224,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,unidentified,6876,B240,B240_Novosphingobium
EU542525.1.1421,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,unidentified,6868,B241,B241_uncultured
AB488363.1.1399,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter,uncultured Anaeromyxobacter sp.,6856,B242,B242_Anaeromyxobacter
KJ194958.1.1200,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ciceribacter,Ensifer adhaerens,6856,B243,B243_Ciceribacter
HQ698291.1.1217,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,unidentified,unidentified,6833,B244,B244_f_Xanthobacteraceae
HE818674.1.1466,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,unidentified,unidentified,6764,B245,B245_f_Xanthobacteraceae
75704aa8f8ac6393ce588d020a2f24b9,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,unidentified,6750,B246,B246_Spirochaeta.2
64df78b65e153723fd725ecf7e7d0bd5,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,unidentified,6743,B247,B247_uncultured
FJ936918.1.1496,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,unidentified,unidentified,unidentified,6706,B248,B248_o_Betaproteobacteriales
FM213010.1.1498,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,Thiobacillus,unidentified,6640,B249,B249_Thiobacillus
5ba6d8e55c41d292109656d6c1878903,Chloroflexi,Anaerolineae,RBG-13-54-9,unidentified,unidentified,unidentified,6619,B250,B250_o_RBG.13.54.9
be64780b9729ffb4d48b3296cf94777d,Chloroflexi,Anaerolineae,uncultured Bellilinea sp.,uncultured Bellilinea sp.,uncultured Bellilinea sp.,uncultured Bellilinea sp.,6601,B251,B251_uncultured.Bellilinea.sp.
AB681463.1.1431,Bacteroidetes,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma,Spirosoma sp. NBRC 101364,6588,B252,B252_Spirosoma
EU134810.1.1342,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured proteobacterium,6588,B253,B253_uncultured
KP409886.1.1221,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,6569,B254,B254_Pseudomonas
AY425764.1.1406,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,unidentified,6553,B255,B255_Reyranella
793fdba27996525357cca2ba2f6b129e,Chloroflexi,Anaerolineae,SBR1031,uncultured Gemmatimonadetes bacterium,uncultured Gemmatimonadetes bacterium,uncultured Gemmatimonadetes bacterium,6517,B256,B256_uncultured.Gemmatimonadetes.bacterium
GQ402742.1.1441,Acidobacteria,Acidobacteriia,Acidobacteriales,uncultured,unidentified,unidentified,6488,B257,B257_f_uncultured
AB672187.1.1491,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,unidentified,6454,B258,B258_ADurb.Bin063.1
FJ592892.1.1367,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,unidentified,6452,B259,B259_uncultured
EU539728.1.1395,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,6371,B260,B260_Pseudomonas
JX504897.1.1429,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured Bellilinea sp.,6367,B261,B261_uncultured
JX225584.1.1384,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,uncultured,uncultured prokaryote,6338,B262,B262_uncultured
AJ009706.1.1463,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas fennica,6324,B263,B263_Sphingomonas
KT308229.1.1338,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,unidentified,unidentified,6315,B264,B264_f_Burkholderiaceae
GEUY01021354.2.1377,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,unidentified,6281,B265,B265_Deinococcus
GU224289.1.1395,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,unidentified,6256,B266,B266_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium
FPLS01030589.10.1237,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,unidentified,unidentified,6195,B267,B267_f_Burkholderiaceae
JQ919723.1.1348,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,unidentified,6185,B268,B268_uncultured
HF913576.1.1211,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,unidentified,6142,B269,B269_Pseudomonas
AB649008.1.1514,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus,Oryzihumus leptocrescens,6115,B270,B270_Oryzihumus
FJ348013.1.1251,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,unidentified,6111,B271,B271_Microbacterium
JF716063.1.1371,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,unidentified,6099,B272,B272_Novosphingobium
DQ404834.1.1541,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,unidentified,6081,B273,B273_Syntrophobacter
AJ863370.1.1411,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,unidentified,6048,B274,B274_Porphyrobacter
KU711986.1.1358,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unidentified,unidentified,6023,B275,B275_f_Enterobacteriaceae
AB074617.1.1332,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia,unidentified,6009,B276,B276_Leifsonia
HM335463.1.1306,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,unidentified,6006,B277,B277_Sphingomonas
1994a4eddada1ddcaa01d2edf231dca1,unidentified,unidentified,unidentified,unidentified,unidentified,unidentified,6004,B278,B278_o_NA
AJ884484.1.1549,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,unidentified,5994,B279,B279_Stenotrophomonas
KM882657.1.1310,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae (Subgroup 1),unidentified,unidentified,5961,B280,B280_f_Acidobacteriaceae..Subgroup.1.
FM206305.1.1296,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella,unidentified,5942,B281,B281_Duganella
AB167211.1.1420,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified,5935,B282,B282_Acinetobacter
JX505138.1.1478,Acidobacteria,Holophagae,Subgroup 7,uncultured Thermaerobacter sp.,uncultured Thermaerobacter sp.,uncultured Thermaerobacter sp.,5833,B283,B283_uncultured.Thermaerobacter.sp.
GQ397025.1.1454,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,unidentified,5822,B284,B284_Pseudolabrys
KM200500.1.1519,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,uncultured,uncultured Opitutus sp.,5818,B285,B285_uncultured
AY921958.1.1345,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylosinus,unidentified,5759,B286,B286_Methylosinus
KM200485.1.1449,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,uncultured Pseudolabrys sp.,5704,B287,B287_uncultured
KT023581.1.1349,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,unidentified,5676,B288,B288_Methylocystis
GQ379614.1.1202,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,unidentified,5674,B289,B289_Caulobacter
AY922004.1.1344,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,unidentified,5667,B290,B290_Novosphingobium
02868a63323a2ac21f3a05d243f7f938,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,uncultured Chloroflexi bacterium,5660,B291,B291_uncultured
AB252886.1.1502,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,uncultured,uncultured gamma proteobacterium,5646,B292,B292_uncultured
DQ664255.1.1400,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Ancalomicrobium,unidentified,5630,B293,B293_Ancalomicrobium
JQ723635.1.1506,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,uncultured Geothrix sp.,5622,B294,B294_Geothrix
EF515307.1.1402,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unidentified,unidentified,5605,B295,B295_f_Enterobacteriaceae
EU937836.1.1449,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,unidentified,unidentified,5599,B296,B296_f_Xanthobacteraceae
HE866524.1.1200,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unidentified,unidentified,5548,B297,B297_f_Enterobacteriaceae
KP634950.1.1233,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,unidentified,5544,B298,B298_Burkholderia.Caballeronia.Paraburkholderia
FJ562147.1.1229,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,unidentified,5523,B299,B299_Allorhizobium.Neorhizobium.Pararhizobium.Rhizobium
KM205492.1.1450,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured soil bacterium,5514,B300,B300_Gemmatimonas
HM274470.1.1344,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,unidentified,unidentified,5482,B301,B301_f_Microbacteriaceae
GQ472950.1.1239,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,unidentified,5468,B302,B302_Acinetobacter
